  0.000000000	  0.200000000	  0.000000000	  0.200000000
  0.001000000	  0.200000000	  0.000000000	  0.212262854
  0.002000000	  0.200000000	  0.000000000	  0.224511083
  0.003000000	  0.200000000	  0.000000000	  0.235877272
  0.004000000	  0.200000000	  0.000000000	  0.246187563
  0.005000000	  0.200000000	  0.000000000	  0.255510518
  0.006000000	  0.200000000	  0.000000000	  0.263984220
  0.007000000	  0.200000000	  0.000000000	  0.271752756
  0.008000000	  0.200000000	  0.000000000	  0.278945191
  0.009000000	  0.200000000	  0.000000000	  0.285670594
  0.010000000	  0.200000000	  0.000000000	  0.292018811
  0.011000000	  0.200000000	  0.000000000	  0.298062963
  0.012000000	  0.200000000	  0.000000000	  0.303862219
  0.013000000	  0.200000000	  0.000000000	  0.309464322
  0.014000000	  0.200000000	  0.000000000	  0.314907744
  0.015000000	  0.200000000	  0.000000000	  0.320223462
  0.016000000	  0.200000000	  0.015707963	  0.325436413
  0.017000000	  0.200000000	  0.015707963	 -0.184311320
  0.018000000	  0.200000000	  0.015707963	 -0.288754179
  0.019000000	  0.200000000	  0.015707963	 -0.250677394
  0.020000000	  0.200000000	  0.015707963	 -0.170947974
  0.021000000	  0.200000000	  0.000000000	 -0.086747258
  0.022000000	  0.200000000	  0.000000000	  0.504377157
  0.023000000	  0.200000000	  0.000000000	  0.679134796
  0.024000000	  0.200000000	  0.000000000	  0.700643982
  0.025000000	  0.200000000	  0.000000000	  0.671140346
  0.026000000	  0.200000000	  0.015707963	  0.629344272
  0.027000000	  0.200000000	  0.015707963	  0.074215911
  0.028000000	  0.200000000	  0.015707963	 -0.069748350
  0.029000000	  0.200000000	  0.015707963	 -0.064668907
  0.030000000	  0.200000000	  0.015707963	 -0.011967412
  0.031000000	  0.200000000	  0.015707963	  0.050295114
  0.032000000	  0.200000000	  0.015707963	  0.108812852
  0.033000000	  0.200000000	  0.015707963	  0.159767860
  0.034000000	  0.200000000	  0.015707963	  0.202827828
  0.035000000	  0.200000000	  0.015707963	  0.238815088
  0.036000000	  0.200000000	  0.015707963	  0.268824774
  0.037000000	  0.200000000	  0.015707963	  0.293910511
  0.038000000	  0.200000000	  0.015707963	  0.314988704
  0.039000000	  0.200000000	  0.015707963	  0.332824043
  0.040000000	  0.200000000	  0.015707963	  0.348042716
  0.041000000	  0.200000000	  0.015707963	  0.361152926
  0.042000000	  0.200000000	  0.015707963	  0.372565334
  0.043000000	  0.200000000	  0.015707963	  0.382611080
  0.044000000	  0.200000000	  0.015707963	  0.391556904
  0.045000000	  0.200000000	  0.015707963	  0.399617554
  0.046000000	  0.200000000	  0.015707963	  0.406965882
  0.047000000	  0.200000000	  0.015707963	  0.413740998
  0.048000000	  0.200000000	  0.015707963	  0.420054848
  0.049000000	  0.200000000	  0.015707963	  0.425997519
  0.050000000	  0.200000000	  0.015707963	  0.431641504
  0.051000000	  0.200000000	  0.015707963	  0.437045138
  0.052000000	  0.200000000	  0.015707963	  0.442255361
  0.053000000	  0.200000000	  0.015707963	  0.447309950
  0.054000000	  0.200000000	  0.015707963	  0.452239299
  0.055000000	  0.200000000	  0.015707963	  0.457067869
  0.056000000	  0.200000000	  0.015707963	  0.461815343
  0.057000000	  0.200000000	  0.015707963	  0.466497559
  0.058000000	  0.200000000	  0.015707963	  0.471127263
  0.059000000	  0.200000000	  0.015707963	  0.475714710
  0.060000000	  0.200000000	  0.015707963	  0.480268153
  0.061000000	  0.200000000	  0.015707963	  0.484794234
  0.062000000	  0.200000000	  0.015707963	  0.489298297
  0.063000000	  0.200000000	  0.031415927	  0.493784641
  0.064000000	  0.200000000	  0.031415927	 -0.016621256
  0.065000000	  0.200000000	  0.031415927	 -0.121667204
  0.066000000	  0.200000000	  0.031415927	 -0.084149189
  0.067000000	  0.200000000	  0.015707963	 -0.004942877
  0.068000000	  0.200000000	  0.015707963	  0.593641415
  0.069000000	  0.200000000	  0.015707963	  0.778923093
  0.070000000	  0.200000000	  0.015707963	  0.810654803
  0.071000000	  0.200000000	  0.015707963	  0.790030483
  0.072000000	  0.200000000	  0.015707963	  0.755595129
  0.073000000	  0.200000000	  0.015707963	  0.721309374
  0.074000000	  0.200000000	  0.031415927	  0.691623626
  0.075000000	  0.200000000	  0.031415927	  0.152543130
  0.076000000	  0.200000000	  0.031415927	  0.023954977
  0.077000000	  0.200000000	  0.031415927	  0.042342615
